,Date,Company,Price,Revenue,Free cash flow,Total Debt,ROE,EPS,PE ratio
18313,2009-12-31,Company_182,176.9817,187.6132,97.2306,194.2967,-8.2553,7.7045,22.5375
18314,2010-03-31,Company_182,173.6415,,98.4875,,-1.1034,4.9032,34.468
18315,2010-06-30,Company_182,169.0026,248.6499,89.3127,424.9614,1.3795,2.1698,77.8536
18316,2010-09-30,Company_182,168.9266,500.3992,100.2275,309.3353,-6.1865,3.485,50.1036
18317,2010-12-31,Company_182,174.6114,156.9015,103.1496,416.4951,1.95,6.3957,27.0315
18318,2011-03-31,Company_182,172.884,205.315,93.016,363.3793,,2.5361,68.0778
18319,2011-06-30,Company_182,172.6522,113.5533,91.3875,213.8781,-5.1498,5.895,29.0282
18320,2011-09-30,Company_182,171.1214,323.0483,104.6392,249.8065,-2.923,5.8122,30.0789
18321,2011-12-31,Company_182,174.8244,410.7873,90.2468,319.0881,,5.4347,31.6355
18322,2012-03-31,Company_182,-171.9303,348.1439,90.7473,364.3862,-0.432,5.5181,
18323,2012-06-30,Company_182,168.1203,148.8518,103.2162,338.6025,4.9392,3.6279,
18324,2012-09-30,Company_182,173.4247,294.6837,,,0.2469,4.7844,36.3537
18325,2012-12-31,Company_182,173.9297,360.9416,104.5819,289.1904,,3.335,52.318
18326,2013-03-31,Company_182,174.4805,264.9068,91.5147,345.4905,-3.2808,4.4439,39.7617
18327,2013-06-30,Company_182,176.697,204.9853,92.4704,185.4263,-0.5255,4.7943,37.3488
18328,2013-09-30,Company_182,179.0625,375.9382,,209.3701,8.7197,,35.8274
18329,2013-12-31,Company_182,183.9416,,102.412,329.1904,-13.0273,5.3943,33.3242
18330,2014-03-31,Company_182,179.7617,,97.5409,276.9012,-2.2216,6.2614,
18331,2014-06-30,Company_182,171.688,343.684,104.1562,338.8526,,5.5883,31.2241
18332,2014-09-30,Company_182,174.4889,543.4998,99.023,305.5976,3.7196,5.3354,33.6741
18333,2014-12-31,Company_182,179.6642,378.4687,100.8758,138.5531,1.6875,,40.4236
18334,2015-03-31,Company_182,182.8852,287.0152,108.3274,223.4818,0.956,4.5748,40.1104
18335,2015-06-30,Company_182,183.4964,,95.9828,345.0564,-7.6254,7.0765,26.3428
18336,2015-09-30,Company_182,186.4153,269.7707,104.2003,214.2522,-2.9506,,31.9679
18337,2015-12-31,Company_182,189.2505,325.4162,105.7617,360.2721,12.7927,6.4594,29.855
18338,2016-03-31,Company_182,192.8459,372.468,101.1805,168.259,16.9472,9.8729,20.0602
18339,2016-06-30,Company_182,198.053,426.3293,105.5267,372.8017,9.3002,4.7821,41.574
18340,2016-09-30,Company_182,198.81,215.964,105.3709,211.9656,-2.9884,5.803,
18341,2016-12-31,Company_182,199.0794,463.2809,102.0123,292.2435,11.0401,,20.3343
18342,2017-03-31,Company_182,200.3708,299.8898,96.3421,299.9627,,6.605,29.7352
18343,2017-06-30,Company_182,-196.4021,,99.8739,360.9302,-2.9227,,28.5405
18344,2017-09-30,Company_182,198.1799,485.0613,105.6881,254.0388,3.4759,10.9455,18.2162
18345,2017-12-31,Company_182,199.3851,254.3179,104.8096,270.5171,31.7955,12.2,16.8619
18346,2018-03-31,Company_182,205.7157,,99.4882,179.4604,10.2141,,20.8224
18347,2018-06-30,Company_182,207.3271,316.1317,121.0908,180.1434,4.7219,,
18348,2018-09-30,Company_182,213.6451,366.0579,111.1076,149.7591,-1.1089,8.4679,
18349,2018-12-31,Company_182,-214.3653,487.0053,110.8142,151.937,8.0893,4.9643,43.5103
18350,2019-03-31,Company_182,215.9978,461.6606,99.8878,-10.5112,11.8408,7.8586,26.7414
18351,2019-06-30,Company_182,210.1508,459.6468,114.7066,200.3143,,8.1181,25.557
18352,2019-09-30,Company_182,207.4735,366.5505,118.7749,208.6635,12.501,7.1049,29.4085
18353,2019-12-31,Company_182,208.9438,362.4497,111.1031,88.5514,,7.6941,27.2092
18354,2020-03-31,Company_182,209.3495,,107.5587,,15.4149,,18.9539
18355,2020-06-30,Company_182,211.5961,411.2185,109.645,,-8.34,7.1838,29.5287
18356,2020-09-30,Company_182,212.1294,363.4408,103.9807,236.1397,-7.1399,7.5095,26.758
18357,2020-12-31,Company_182,200.9387,415.288,103.2272,285.3031,,7.6203,26.6789
18358,2021-03-31,Company_182,203.3021,370.1599,102.0223,221.4878,4.8559,8.1477,23.843
18359,2021-06-30,Company_182,194.2661,347.5617,107.3021,261.2362,-17.6489,6.7717,28.7103
18360,2021-09-30,Company_182,194.4191,,104.6627,268.2942,19.1519,6.2415,
18361,2021-12-31,Company_182,189.4719,386.5191,116.9763,,-5.6978,8.4431,22.147
18362,2022-03-31,Company_182,186.9894,278.3964,,278.971,-9.796,6.1049,
18363,2022-06-30,Company_182,-188.5824,322.3438,88.505,266.3031,5.9122,5.6351,33.0603
18364,2022-09-30,Company_182,186.2983,,106.1431,,19.2558,6.8642,27.0391
18365,2022-12-31,Company_182,185.6029,250.8715,118.4618,373.5627,-16.1518,,29.2794
18366,2023-03-31,Company_182,185.5497,185.0943,107.5306,290.3206,6.088,,29.972
18367,2023-06-30,Company_182,184.617,252.3588,96.0942,251.3753,-16.9393,7.901,
18368,2023-09-30,Company_182,184.3677,293.4824,105.9392,,1.9449,5.0424,36.3503
18369,2023-12-31,Company_182,183.2944,282.2036,98.8296,359.5002,,4.6388,39.8004
18370,2024-03-31,Company_182,-184.6269,399.6072,95.7803,183.105,-6.1592,7.6054,25.045
18371,2024-06-30,Company_182,190.4766,299.8677,,280.8228,4.7978,8.2547,
18372,2024-09-30,Company_182,196.4734,361.0841,113.6664,227.3429,11.4877,7.2358,27.2716
18373,2024-12-31,Company_182,197.3309,363.57,113.3821,,,,40.3879
18374,2000-03-31,Company_183,162.8848,183.7702,81.1588,435.6134,-13.8,5.2721,31.6476
18375,2000-06-30,Company_183,166.8477,197.8756,,333.4986,5.0432,2.8967,58.9972
18376,2000-09-30,Company_183,170.8962,178.4232,82.727,373.0435,6.4338,3.4135,51.8671
18377,2000-12-31,Company_183,177.05,87.7394,95.9355,512.4994,-23.5181,7.1269,25.0149
18378,2001-03-31,Company_183,178.2787,122.592,,351.8882,,,40.3686
18379,2001-06-30,Company_183,183.0622,161.4515,83.8672,337.001,,4.3227,
18380,2001-09-30,Company_183,181.2837,347.6885,75.5583,366.0708,,5.4481,32.9253
18381,2001-12-31,Company_183,179.3803,219.9516,84.7172,435.1982,6.7763,6.1348,31.4775
18382,2002-03-31,Company_183,193.1086,235.4407,89.8145,421.8706,,4.9039,39.7799
18383,2002-06-30,Company_183,195.0776,57.5115,89.4481,385.0958,-20.5197,1.6481,118.9893
18384,2002-09-30,Company_183,196.1099,343.6058,86.487,423.8617,-4.368,,78.4049
18385,2002-12-31,Company_183,199.7785,160.5283,94.4825,334.5524,-1.8427,5.3321,38.1099
18386,2003-03-31,Company_183,203.2045,245.1853,87.4425,351.9826,4.9886,5.7379,35.5044
18387,2003-06-30,Company_183,203.7209,164.0427,82.2934,307.2589,-7.3457,3.0617,65.1478
18388,2003-09-30,Company_183,199.4644,328.5046,91.9011,388.1224,11.2109,,36.2206
18389,2003-12-31,Company_183,199.949,430.4216,91.0806,210.7095,1.0122,1.5026,134.562
18390,2004-03-31,Company_183,-202.1895,278.4155,,396.2366,-9.035,,81.3478
18391,2004-06-30,Company_183,205.5189,153.3735,,428.4296,-17.5942,,
18392,2004-09-30,Company_183,207.2007,,94.7956,,4.811,8.2854,
18393,2004-12-31,Company_183,214.3571,238.8117,101.4634,278.5094,,6.0911,35.224
18394,2005-03-31,Company_183,214.5535,266.636,,342.787,3.7356,5.8222,36.3419
18395,2005-06-30,Company_183,211.5888,191.627,101.8718,308.4157,2.7872,,41.0878
18396,2005-09-30,Company_183,213.2282,104.581,99.4166,253.3654,,,
18397,2005-12-31,Company_183,212.5808,154.7392,88.9301,320.6239,-14.8627,,
18398,2006-03-31,Company_183,213.6517,165.2368,90.5055,365.5742,-0.6592,3.2618,66.2869
18399,2006-06-30,Company_183,216.2126,123.1598,107.4841,409.2194,,5.472,39.8386
18400,2006-09-30,Company_183,217.9951,305.0546,84.985,323.2722,,,79.4848
18401,2006-12-31,Company_183,219.5719,217.8802,90.1473,386.2276,-3.3363,4.9447,45.2703
18402,2007-03-31,Company_183,223.8482,378.63,89.5209,370.159,-11.7756,6.2038,35.9168
18403,2007-06-30,Company_183,222.8201,325.5322,80.6408,,,,41.6321
18404,2007-09-30,Company_183,225.7062,205.8699,101.6602,201.5758,4.8299,,29.8821
18405,2007-12-31,Company_183,232.4583,210.9237,99.2205,378.3764,-8.0838,2.0849,111.587
18406,2008-03-31,Company_183,-232.6483,,97.4603,304.7739,,3.3741,69.1426
18407,2008-06-30,Company_183,233.2946,224.2914,101.3495,365.7148,,6.1206,39.0264
18408,2008-09-30,Company_183,238.8666,269.7082,97.6751,398.4909,-0.6454,5.2979,45.0903
18409,2008-12-31,Company_183,238.8857,,102.3674,274.32,2.9346,5.3215,45.8107
18410,2009-03-31,Company_183,243.7809,445.9712,106.504,391.3747,9.1469,,28.3113
18411,2009-06-30,Company_183,241.5126,141.7526,,,-11.906,4.1645,56.9555
18412,2009-09-30,Company_183,237.193,,115.2479,337.0201,-7.0572,5.3825,
18413,2009-12-31,Company_183,244.348,281.0598,95.3207,225.1561,1.7648,4.4929,52.6215
18414,2010-03-31,Company_183,236.4226,,89.1763,417.2088,-5.3896,4.2491,57.3538
18415,2010-06-30,Company_183,243.6998,194.6361,97.654,261.1753,1.0954,6.2624,38.4539
18416,2010-09-30,Company_183,240.812,337.3923,104.6725,440.3243,-21.2566,,34.371
18417,2010-12-31,Company_183,239.5863,233.9396,100.0433,345.8353,-10.0683,4.8186,
18418,2011-03-31,Company_183,240.68,251.3986,95.4469,423.8249,8.5613,,
18419,2011-06-30,Company_183,240.162,310.0128,100.42,311.2757,4.4918,4.6124,
18420,2011-09-30,Company_183,237.9406,307.8358,95.0638,277.4388,,3.9134,58.7373
18421,2011-12-31,Company_183,229.8617,82.7123,91.864,337.6527,-6.648,6.137,38.3319
18422,2012-03-31,Company_183,235.2422,278.4324,,297.8553,,5.0487,47.5039
18423,2012-06-30,Company_183,239.8336,221.0943,103.3677,423.9714,12.302,5.7293,43.3023
18424,2012-09-30,Company_183,248.0934,357.824,103.7684,328.4491,,4.713,
18425,2012-12-31,Company_183,248.0044,312.3204,102.2762,316.1749,,4.8187,
18426,2013-03-31,Company_183,254.5825,185.0782,113.751,311.916,-9.2274,3.4006,75.9094
18427,2013-06-30,Company_183,-258.1343,237.0107,,319.3637,-7.257,5.8663,43.5084
18428,2013-09-30,Company_183,255.2337,421.3284,91.6137,355.2528,-4.2434,7.8274,33.4225
18429,2013-12-31,Company_183,261.611,319.1696,100.9083,298.1906,-3.1548,2.9327,90.2506
18430,2014-03-31,Company_183,264.6813,,102.5872,228.0974,6.5472,3.5805,73.929
18431,2014-06-30,Company_183,-264.7041,,102.8933,330.7983,-4.1882,6.7077,40.2113
18432,2014-09-30,Company_183,269.7265,334.5494,104.7668,193.3326,,,60.2531
18433,2014-12-31,Company_183,271.5124,302.3096,98.3098,373.3419,-5.5806,7.8014,35.1088
18434,2015-03-31,Company_183,273.8971,179.324,105.2742,269.3085,-4.9894,4.1781,67.9472
18435,2015-06-30,Company_183,283.8928,378.1823,102.1537,286.832,14.9195,8.6165,33.4743
18436,2015-09-30,Company_183,288.4311,375.382,,184.0288,,7.9205,37.2624
18437,2015-12-31,Company_183,-295.1385,,114.0513,204.0421,-9.5322,8.5395,34.9622
18438,2016-03-31,Company_183,-298.5597,424.2204,96.7701,,15.4105,9.5123,30.7603
18439,2016-06-30,Company_183,292.6007,419.8683,95.1015,,-4.7848,8.1405,35.9812
18440,2016-09-30,Company_183,292.9057,,99.4141,374.4637,14.7025,8.9663,32.7972
18441,2016-12-31,Company_183,294.0695,257.6518,103.5296,,8.0333,,52.1179
18442,2017-03-31,Company_183,296.3422,345.4288,114.9092,159.2279,11.127,6.4756,45.6974
18443,2017-06-30,Company_183,295.9187,473.0636,106.9767,153.6452,-6.8519,5.732,51.9306
18444,2017-09-30,Company_183,297.6685,358.9833,108.1864,233.2292,15.7051,8.2824,36.0796
18445,2017-12-31,Company_183,298.824,362.0593,102.0145,349.947,4.3074,7.8274,38.2861
18446,2018-03-31,Company_183,299.6795,298.5896,109.3806,345.697,1.6626,8.4182,35.6101
18447,2018-06-30,Company_183,299.7746,290.6159,113.8468,,10.0604,8.0944,37.462
18448,2018-09-30,Company_183,303.2329,339.418,99.3397,225.3308,5.5127,7.0396,
18449,2018-12-31,Company_183,300.8984,410.5325,108.821,295.8066,-1.1065,,43.3549
18450,2019-03-31,Company_183,306.0026,361.2678,109.5698,253.2623,17.4817,10.1555,
18451,2019-06-30,Company_183,309.2245,266.5268,113.6671,311.5384,,5.667,55.5039
18452,2019-09-30,Company_183,314.5393,410.4523,98.2751,252.7209,,5.9769,52.9172
18453,2019-12-31,Company_183,316.2796,364.0947,104.2253,178.2048,10.2949,6.9814,44.9421
18454,2020-03-31,Company_183,313.7566,318.808,106.9939,200.0166,13.5757,4.7788,67.2969
18455,2020-06-30,Company_183,321.5988,551.2145,112.365,199.8556,7.4706,8.5186,36.9909
18456,2020-09-30,Company_183,315.1096,494.189,114.5296,95.3785,1.9958,6.1178,52.3853
18457,2020-12-31,Company_183,320.4824,229.78,100.3631,356.6075,,7.5189,41.6783
18458,2021-03-31,Company_183,313.3746,,97.168,299.2482,9.6672,10.1643,30.1922
18459,2021-06-30,Company_183,306.8832,395.2293,115.6432,462.2614,2.9049,,44.5956
18460,2021-09-30,Company_183,308.9784,444.2864,104.4901,,3.209,6.6017,47.6298
18461,2021-12-31,Company_183,314.4365,383.6281,119.1007,246.2161,-0.9848,8.194,39.0813
18462,2022-03-31,Company_183,320.2321,376.0529,112.4113,314.3438,-8.0949,8.673,37.0302
18463,2022-06-30,Company_183,321.1617,379.3486,109.3855,168.8822,1.7395,,31.3555
18464,2022-09-30,Company_183,328.3925,415.0815,115.7861,96.7821,,,50.1844
18465,2022-12-31,Company_183,331.9245,320.0149,117.7957,107.9845,8.7089,6.5845,50.483
18466,2023-03-31,Company_183,332.4046,295.3066,109.2503,199.9606,18.348,6.8688,48.1909
18467,2023-06-30,Company_183,331.0135,408.1323,107.5505,201.7622,,7.4603,44.3849
18468,2023-09-30,Company_183,331.1255,339.2962,,257.2086,3.059,8.9008,37.3729
18469,2023-12-31,Company_183,332.648,392.8885,118.1047,101.4815,-2.3214,8.7215,38.199
18470,2024-03-31,Company_183,333.1523,403.3147,109.6229,233.3044,,5.7324,58.5764
18471,2024-06-30,Company_183,335.7829,464.5698,109.9138,164.7569,1.5225,8.5372,39.3905
18472,2024-09-30,Company_183,336.2839,,,174.207,0.0053,,38.2489
18473,2024-12-31,Company_183,337.3108,347.2529,,75.4249,8.3355,11.554,
18474,2000-03-31,Company_184,148.5933,421.0473,76.9591,528.4476,-8.5611,2.1956,70.6346
18475,2000-06-30,Company_184,-155.0865,,84.557,527.1364,-10.3235,3.2679,
18476,2000-09-30,Company_184,-156.6859,118.085,97.5306,344.2985,-2.99,,58.7661
18477,2000-12-31,Company_184,152.4276,175.4046,83.4759,399.0257,,3.8338,39.4585
18478,2001-03-31,Company_184,-151.2764,307.3962,86.0411,297.0009,-5.4625,,49.0346
18479,2001-06-30,Company_184,-154.9707,,80.3671,379.7945,-21.4066,6.9987,22.3707
18480,2001-09-30,Company_184,156.5662,222.1587,84.451,366.7671,-5.5258,4.6454,
18481,2001-12-31,Company_184,-157.7577,368.6881,88.0998,221.9688,-3.8202,1.2377,
18482,2002-03-31,Company_184,163.2863,243.3996,90.0415,464.9419,,2.4329,67.7341
18483,2002-06-30,Company_184,-164.7889,142.8889,88.1455,490.4896,3.2834,4.6232,
18484,2002-09-30,Company_184,164.9184,330.2658,89.5301,464.5778,0.7448,5.7028,29.9562
18485,2002-12-31,Company_184,170.8345,227.0042,85.5719,453.1122,-10.7462,5.2008,32.2194
18486,2003-03-31,Company_184,167.5674,,94.275,266.4924,-10.4612,5.492,30.8244
18487,2003-06-30,Company_184,169.2889,,98.1147,497.719,-5.9006,3.8094,46.067
18488,2003-09-30,Company_184,175.486,,98.2417,383.9241,,7.9196,21.529
18489,2003-12-31,Company_184,170.5001,164.9051,84.9254,405.8465,-9.7057,,45.165
18490,2004-03-31,Company_184,172.7875,241.6374,84.5054,433.1847,5.6489,,27.6811
18491,2004-06-30,Company_184,179.1055,236.4381,94.0163,382.2576,7.9909,3.0383,
18492,2004-09-30,Company_184,184.8949,347.3545,100.2516,454.2125,11.5501,3.1435,59.7162
18493,2004-12-31,Company_184,187.7155,,96.4725,,,6.3265,30.6013
18494,2005-03-31,Company_184,193.6001,216.1841,94.3052,418.7091,-0.7855,6.9217,
18495,2005-06-30,Company_184,197.1044,333.8964,101.4738,212.3411,-5.5971,4.5769,43.7606
18496,2005-09-30,Company_184,200.2883,265.3354,115.2327,318.1785,-6.4158,8.0468,26.157
18497,2005-12-31,Company_184,210.4805,243.4423,93.4052,255.0628,-0.9737,6.9323,
18498,2006-03-31,Company_184,209.7083,,110.4108,288.0188,7.6996,6.9768,
18499,2006-06-30,Company_184,218.0358,300.494,101.4223,,2.3621,7.3393,30.1659
18500,2006-09-30,Company_184,221.3957,,,332.6053,,7.1047,31.3899
18501,2006-12-31,Company_184,223.0165,167.3061,109.3938,256.6671,22.4548,5.3374,42.2329
18502,2007-03-31,Company_184,225.4141,456.6629,104.9755,158.4719,-9.3856,9.7118,
18503,2007-06-30,Company_184,231.7267,402.7463,,151.4258,9.5119,8.5494,27.4603
18504,2007-09-30,Company_184,234.7682,473.4921,107.3033,315.5382,-13.9618,7.1367,33.0179
18505,2007-12-31,Company_184,-235.6383,240.2005,108.7102,236.2954,1.5175,9.0606,26.2191
18506,2008-03-31,Company_184,237.5612,534.2231,109.6973,165.7431,,10.1285,24.2108
18507,2008-06-30,Company_184,245.2195,,111.0131,,5.5292,9.2868,
18508,2008-09-30,Company_184,247.5555,257.4734,110.3588,,6.945,8.8178,28.9769
18509,2008-12-31,Company_184,255.5128,445.2485,116.9934,316.6084,-2.4403,6.9023,36.5725
18510,2009-03-31,Company_184,252.4337,357.0492,116.0674,153.9652,1.7437,7.3708,35.6961
18511,2009-06-30,Company_184,-263.1085,531.4511,106.4815,226.6274,1.5463,5.6339,47.5621
18512,2009-09-30,Company_184,267.9615,307.9788,102.573,,29.822,8.4717,30.1432
18513,2009-12-31,Company_184,255.3654,480.0468,122.6641,228.9258,,8.1999,31.7552
18514,2010-03-31,Company_184,260.3914,284.8629,118.4799,281.7893,12.7773,,55.4432
18515,2010-06-30,Company_184,260.1285,364.3247,,149.9161,-12.5424,,60.1608
18516,2010-09-30,Company_184,250.0399,,106.9175,268.2288,4.2363,,23.8301
18517,2010-12-31,Company_184,244.5695,470.0852,111.5458,230.8126,17.7337,4.9273,
18518,2011-03-31,Company_184,243.0175,213.1414,116.9263,195.398,17.9918,8.674,28.8896
18519,2011-03-31,Company_184,243.2999,212.4837,116.7628,196.1445,18.1108,,
18520,2011-06-30,Company_184,250.5876,,113.9377,85.8966,7.8032,5.7871,44.3189
18521,2011-09-30,Company_184,256.4766,464.1764,115.8518,109.3267,14.1161,10.1658,24.9716
18522,2011-12-31,Company_184,253.8555,346.5635,122.4675,222.1603,6.9293,8.928,28.2462
18523,2012-03-31,Company_184,-252.1822,343.3086,103.76,194.2211,,8.6124,28.817
18524,2012-06-30,Company_184,248.1839,190.1397,,239.9298,-6.6459,6.0547,39.9829
18525,2012-09-30,Company_184,242.0858,382.2944,114.5243,318.0142,-5.7674,8.1131,29.5617
18526,2012-12-31,Company_184,239.8362,336.8953,101.4232,142.7294,2.4364,,
18527,2013-03-31,Company_184,232.1648,309.9986,106.8185,324.0881,16.0779,,47.4459
18528,2013-06-30,Company_184,237.0919,329.8794,98.9523,144.3977,,6.9928,
18529,2013-09-30,Company_184,241.2698,291.2421,119.399,212.6783,-5.6601,6.1264,38.9079
18530,2013-12-31,Company_184,238.3656,382.6294,105.0601,195.2296,5.1887,5.8195,40.4946
18531,2014-03-31,Company_184,235.6581,361.8316,106.8331,168.0851,19.8525,7.688,30.6638
18532,2014-06-30,Company_184,235.7434,,101.4166,393.09,10.5099,4.5979,48.9773
18533,2014-09-30,Company_184,225.1908,340.0067,104.9863,273.8567,3.8745,9.1056,24.5146
18534,2014-12-31,Company_184,-223.2195,373.1779,102.8819,381.0451,-5.8785,7.8063,27.5398
18535,2015-03-31,Company_184,214.9852,418.5829,91.5914,208.3065,4.158,6.0723,35.2758
18536,2015-06-30,Company_184,-214.2043,235.8724,91.6215,280.6196,9.0597,8.7984,24.0838
18537,2015-09-30,Company_184,211.8997,235.1678,106.9159,,-0.7702,5.0892,41.401
18538,2015-12-31,Company_184,210.6978,286.3994,,178.9464,4.0332,6.7377,31.5371
18539,2016-03-31,Company_184,212.4869,251.2498,,320.0867,-7.5081,6.8388,30.5925
18540,2016-06-30,Company_184,209.2161,394.746,,313.1015,4.7569,4.1198,49.2993
18541,2016-09-30,Company_184,203.1025,301.6864,104.5033,367.105,-1.9121,,27.3597
18542,2016-12-31,Company_184,201.0048,218.5813,,497.4417,-8.5458,,
18543,2017-03-31,Company_184,193.4569,266.4873,92.0167,262.9423,6.2695,6.4084,28.8926
18544,2017-06-30,Company_184,185.1539,249.2564,89.4142,,,,33.6421
18545,2017-09-30,Company_184,184.4114,277.0036,110.6596,389.2175,-21.1065,4.1055,44.8029
18546,2017-12-31,Company_184,183.9384,253.181,,293.9647,-7.4321,,36.9206
18547,2018-03-31,Company_184,184.5158,268.5622,94.8328,360.286,-8.5565,6.1753,
18548,2018-06-30,Company_184,188.2919,345.2802,98.1295,296.5203,-3.9822,,29.0342
18549,2018-09-30,Company_184,192.7966,211.5018,99.89,302.6045,2.7577,2.8556,67.4348
18550,2018-12-31,Company_184,192.5639,268.1669,93.4735,233.9056,-15.4271,6.7162,29.9841
18551,2019-03-31,Company_184,201.3807,355.9123,107.0887,325.4837,,4.7812,43.0659
18552,2019-06-30,Company_184,205.9081,334.0555,97.4184,327.3854,-7.4398,4.0425,50.1356
18553,2019-09-30,Company_184,202.6741,205.6096,85.2634,290.3373,,5.9097,34.3212
18554,2019-12-31,Company_184,202.8293,221.1115,93.2947,354.6269,,4.4461,45.2549
18555,2020-03-31,Company_184,201.2097,201.1953,111.0603,265.1753,12.76,6.0867,34.0019
18556,2020-06-30,Company_184,206.9606,295.1135,105.8439,447.3137,,5.2878,40.7713
18557,2020-09-30,Company_184,215.5919,389.5901,100.7808,340.0267,2.428,7.064,30.9457
18558,2020-12-31,Company_184,218.6009,370.119,108.165,326.4871,-4.5365,7.9842,27.664
18559,2021-03-31,Company_184,220.8758,313.6182,94.8689,166.1594,,8.3741,26.0867
18560,2021-06-30,Company_184,218.4525,,106.59,277.1903,-3.5573,,
18561,2021-09-30,Company_184,213.8102,390.6668,,,-12.6997,5.7322,36.6242
18562,2021-12-31,Company_184,209.9376,260.9213,94.7648,277.0223,0.8864,,46.0902
18563,2021-12-31,Company_184,-210.0986,260.40279999999996,95.0269,275.96349999999995,0.22549999999999992,3.973,52.8816
18564,2022-03-31,Company_184,203.2817,262.3739,101.6323,333.6014,8.2754,4.9484,40.286
18565,2022-06-30,Company_184,199.3507,257.4343,104.1731,299.9651,,4.6571,42.6248
18566,2022-09-30,Company_184,198.5095,173.0567,85.9169,303.1265,14.8278,6.4505,30.7052
18567,2022-12-31,Company_184,198.0649,395.0084,91.7768,403.1319,-5.5141,5.5487,
18568,2023-03-31,Company_184,196.7186,402.8733,95.005,,,5.6003,34.4686
18569,2023-03-31,Company_184,196.54680000000002,403.4774,95.61999999999999,280.14180000000005,-10.77,5.721299999999999,34.3535
18570,2023-06-30,Company_184,193.0352,258.5558,99.7749,331.8519,19.4874,6.9714,27.5139
18571,2023-09-30,Company_184,191.8107,,,281.0288,-1.6316,,27.5823
18572,2023-12-31,Company_184,190.8685,,95.1286,291.1726,-5.667,4.5771,
18573,2024-03-31,Company_184,186.6664,302.7428,93.8118,335.7848,-2.746,0.0271,
18574,2024-06-30,Company_184,183.4576,234.0229,88.4855,443.2095,-3.417,6.5813,27.1524
18575,2024-09-30,Company_184,178.6994,442.978,83.5883,276.5267,-9.5324,6.4445,
18576,2024-12-31,Company_184,178.6154,301.2059,91.0363,368.8307,-5.2491,3.6484,46.6323
18577,2000-03-31,Company_185,129.0314,,,545.8661,-10.0262,5.673,23.1798
18578,2000-06-30,Company_185,131.4983,316.0896,89.6163,533.2941,-15.3305,1.6995,81.1072
18579,2000-09-30,Company_185,137.8424,222.8808,85.8756,411.7942,-0.1395,4.6224,29.8616
18580,2000-12-31,Company_185,138.0313,,83.9822,534.5149,,3.3325,42.217
18581,2001-03-31,Company_185,140.6872,196.4293,88.1016,373.3429,-3.1181,2.3052,61.989
18582,2001-06-30,Company_185,142.8987,289.6564,85.053,474.18,-10.3621,4.872,29.7252
18583,2001-09-30,Company_185,144.8221,171.2625,77.716,454.4962,-16.5341,3.198,46.4848
18584,2001-12-31,Company_185,148.6603,161.0877,96.2443,377.1022,-15.4415,3.0374,50.4213
18585,2002-03-31,Company_185,153.1507,345.799,94.109,361.5249,-18.3649,4.6171,33.2291
18586,2002-06-30,Company_185,153.4228,345.61,,371.1559,-1.2186,2.4815,65.1843
18587,2002-09-30,Company_185,161.7557,,,451.0402,-12.4927,,234.3285
18588,2002-12-31,Company_185,155.143,183.0924,88.3605,389.8236,3.2968,6.9798,22.7388
18589,2003-03-31,Company_185,158.7123,244.9003,98.1906,462.2691,-17.2318,3.969,40.9195
18590,2003-06-30,Company_185,162.4098,228.9637,92.2925,303.9765,1.1555,4.1932,39.7333
18591,2003-09-30,Company_185,166.6102,86.1531,92.9383,445.1162,1.5016,3.6217,45.6014
18592,2003-12-31,Company_185,165.1546,299.2443,91.0802,179.4513,,3.9532,43.5046
18593,2004-03-31,Company_185,171.982,,95.638,346.2958,15.782,5.7468,30.1967
18594,2004-06-30,Company_185,173.5346,,93.5646,,-5.8508,5.5826,30.3454
18595,2004-09-30,Company_185,169.4069,406.5257,97.7394,235.4295,4.3735,,32.2588
18596,2004-12-31,Company_185,172.529,233.4812,87.9685,432.962,-11.4262,5.601,30.214
18597,2005-03-31,Company_185,169.2277,313.9171,83.4794,304.687,,5.8584,29.0225
18598,2005-06-30,Company_185,170.0246,,93.4922,362.3906,,4.8888,
18599,2005-09-30,Company_185,170.9453,297.6393,95.7261,244.8801,-16.3118,5.0058,34.2687
18600,2005-12-31,Company_185,171.5404,161.3322,93.6317,344.1322,-0.5601,5.1473,32.855
18601,2006-03-31,Company_185,169.116,243.434,86.847,280.0903,-10.6177,3.8223,43.3067
18602,2006-06-30,Company_185,165.5297,202.9967,79.849,442.9229,6.1379,2.0724,77.0463
18603,2006-09-30,Company_185,159.6706,392.3683,92.3356,364.7618,-5.6214,4.7252,33.2703
18604,2006-12-31,Company_185,157.2095,101.6477,105.3607,326.1418,-5.7741,1.2537,
18605,2007-03-31,Company_185,156.1992,149.5885,95.5222,440.3292,-0.9782,4.672,33.3709
18606,2007-03-31,Company_185,157.7064,150.83200000000002,94.4142,439.38100000000003,-1.416,2.8256999999999994,55.8114
18607,2007-06-30,Company_185,155.9098,98.9186,94.8791,369.3301,,5.7782,27.8834
18608,2007-09-30,Company_185,161.1143,218.9093,87.9603,,-9.4113,5.5188,29.1
18609,2007-12-31,Company_185,-160.5974,299.0637,102.3342,,-13.6311,5.1457,31.0907
18610,2008-03-31,Company_185,159.9843,,91.3802,353.7311,-17.6984,4.4995,
18611,2008-06-30,Company_185,163.1255,,,295.3929,-11.8556,6.1472,27.1206
