Unnamed: 0,Date,Company,Price,Revenue,Free cash flow,Total Debt,ROE,EPS,PE ratio,Next_Quarter_Price,Return,Target
14062,2007-12-31,Company_140,335.2702,275.9959,98.5119,495.0832,-6.1705,4.9871509576537925,67.2268,332.0314,-0.009660268046488979,0
14063,2008-03-31,Company_140,332.0314,225.1917,90.7466,344.2866,-9.5228,5.7185,57.8677,330.9192,-0.0033496831926138003,0
14064,2008-06-30,Company_140,330.9192,287.6279,87.3675,211.1109,-12.8751,5.9401,55.3896,-329.0211,-1.9942641587432823,0
14065,2008-09-30,Company_140,-329.0211,315.7393,87.7959,342.8832,-1.6771,2.8652,114.3928,327.7564,-1.996156173570631,0
14066,2008-12-31,Company_140,327.7564,92.2945,102.5246,285.8011,-3.6047,7.848084171004679,41.7626,-329.865,-2.0064334365400645,0
14067,2009-03-31,Company_140,-329.865,98.54795,100.3745,445.1222,-8.6573,5.2282,63.1918,330.3814,-2.0015654889121306,0
14068,2009-06-30,Company_140,330.3814,104.8014,99.12205,375.2399,-9.4021,5.2017,63.0488,327.9602,-0.007328499727890248,0
14069,2009-09-30,Company_140,327.9602,169.9387,97.8696,325.6685,-15.2328,5.0404,65.1557,328.413,0.0013806553356170191,1
14070,2009-12-31,Company_140,328.413,356.6674,94.6803,388.1282,3.687,6.0024,54.0936,324.6912,-0.011332681714792138,0
14071,2010-03-31,Company_140,324.6912,324.7338,99.9421,409.8927,-5.5739,6.345082574293413,51.1721,328.5542,0.011897458261880826,1
14072,2010-06-30,Company_140,328.5542,220.7786,102.869,404.1467,-17.6826,1.0877113528069413,302.0601,329.0605,0.001540993845155564,1
14073,2010-09-30,Company_140,329.0605,345.1361,85.8612,192.4079,-12.92455,6.7374,49.8985,336.1842,0.021648602612589433,1
14074,2010-12-31,Company_140,336.1842,286.5441,98.2821,435.5835,-12.92455,3.5977,92.3718,332.3239,-0.011482693118831865,0
14075,2011-03-31,Company_140,332.3239,168.39115,97.0955,216.4065,-8.1665,3.8358,87.7157,337.7401,0.016297955097421532,1
14076,2011-06-30,Company_140,337.7401,50.2382,103.7691,257.53094999999996,5.0219,4.0739,83.0596,338.3739,0.0018765909052552775,1
14077,2011-09-30,Company_140,338.3739,149.35655,86.672,257.53094999999996,-4.9037,4.8742,69.6981,339.721,0.003981099015024539,1
14078,2011-12-31,Company_140,339.721,248.4749,89.8893,257.53094999999996,11.0795,5.2413,65.283,342.1651,0.007194433078908845,1
14079,2012-03-31,Company_140,342.1651,105.7751,99.5736,298.6554,22.8383,5.6062,61.9866,347.5097,0.015619944874564981,1
14080,2012-06-30,Company_140,347.5097,355.0681,98.7329,311.2644,10.3409,3.7335,94.8666,354.1816,0.019199176310761953,1
14081,2012-09-30,Company_140,354.1816,382.3942,103.5944,378.7779,-9.0538,6.234603671953388,56.809,358.7309,0.012844540766657603,1
14082,2012-12-31,Company_140,358.7309,409.7203,92.0454,374.4843,11.6875,7.086,51.1174,362.2157,0.009714245413484054,1
14083,2013-03-31,Company_140,362.2157,270.1081,109.5773,362.66695000000004,-4.5775,6.2843,57.6564,362.3305,0.00031693822216967844,1
14084,2013-06-30,Company_140,362.3305,195.7318,106.0872,350.8496,3.24605,5.457,65.7177,358.6199,-0.010240926446986934,0
14085,2013-09-30,Company_140,358.6199,228.5238,102.5971,280.6118,11.0696,4.9347,72.7516,359.01,0.0010877812413645147,1
14086,2013-12-31,Company_140,359.01,308.77835,100.7955,270.5677,-9.3921,2.4204,148.752,360.0435,0.002878749895546095,1
14087,2014-03-31,Company_140,360.0435,389.0329,94.5197,314.4362,-4.1777999999999995,7.0505,51.008,359.6312,-0.0011451394067661716,0
14088,2014-06-30,Company_140,359.6312,310.3931,97.2893,358.3047,1.0365,6.7818,53.3492,361.8018,0.006035627609617953,1
14089,2014-09-30,Company_140,361.8018,380.5215,111.7506,377.8792,-7.3959,5.719,62.886,359.6447,-0.00596210411335713,0
14090,2014-12-31,Company_140,359.6447,307.4075,102.4898,397.4537,-1.0614500000000002,3.9447,91.6474,361.5242,0.0052259910962124765,1
14091,2015-03-31,Company_140,361.5242,348.2172,104.62780000000001,386.4973,5.273,5.9381,60.88213401593102,356.6895,-0.013373101994278663,0
14092,2015-06-30,Company_140,356.6895,434.9812,106.7658,179.7217,-11.9437,5.4718,65.6194,359.0594,0.0066441540892007555,1
14093,2015-09-30,Company_140,359.0594,337.2598,95.5044,249.975,4.3553,8.0878,43.7576,353.9007,-0.01436726068165883,0
14094,2015-12-31,Company_140,353.9007,240.5436,103.1278,262.7637,-2.5167,7.7884,45.4995,354.367,0.001317601236731226,1
14095,2016-03-31,Company_140,354.367,310.157,101.06205,287.8838,9.5499,4.922851018488806,71.9841,350.4169,-0.011146918307856036,0
14096,2016-06-30,Company_140,350.4169,306.0548,98.9963,230.821,-10.0786,7.267,48.9333,355.596,0.0147798236900104,1
14097,2016-09-30,Company_140,355.596,267.0854,97.4485,294.1938,-1.5732,4.55356388250751,78.0918,354.2769,-0.003709546789052722,0
14098,2016-12-31,Company_140,354.2769,228.116,103.5805,326.6834,15.6859,7.8591,45.07855861358171,349.821,-0.012577450011558714,0
14099,2017-03-31,Company_140,349.821,465.3612,103.751,418.729,-6.8679,6.405,54.61686182669789,353.6878,0.011053653154041509,1
14100,2017-06-30,Company_140,353.6878,270.6552,95.0415,381.3322,-3.2415,9.0709,38.6873,350.9297,-0.007798120263124588,0
14101,2017-09-30,Company_140,350.9297,259.31045,102.7512,465.2294,-3.2415,5.0462,69.54335935951806,351.4808,0.0015703999974922686,1
14102,2017-12-31,Company_140,351.4808,247.9657,93.5315,386.2428,0.3849,7.909233493776904,44.4393,354.3879,0.008271006552847309,1
14103,2018-03-31,Company_140,354.3879,242.5433,96.8373,307.2562,-4.41865,8.3866,42.6068,357.3255,0.008289222064297271,1
14104,2018-06-30,Company_140,357.3255,225.01655,105.8036,268.8851,-4.41865,5.9316,62.0626,-368.1298,-2.0302365770145148,0
14105,2018-09-30,Company_140,-368.1298,207.4898,105.427,252.3098,-9.2222,4.6735,79.1529,369.923,-2.004871107962463,0
14106,2018-12-31,Company_140,369.923,281.0859,97.3328,235.7345,-3.1483,4.99045,74.66460000000001,370.6529,0.00197311332358352,1
14107,2019-03-31,Company_140,370.6529,344.9746,106.5921,240.8708,-2.6514,5.3074,70.1763,372.4551,0.0048622309443687815,1
14108,2019-06-30,Company_140,372.4551,236.1323,104.9122,229.4665,-3.3236,6.4858,58.6001,380.0696,0.020444075003939976,1
14109,2019-09-30,Company_140,380.0696,288.30985,111.7786,310.81,14.1177,5.6842,66.86422011892614,376.2217,-0.010124198304731507,0
14110,2019-12-31,Company_140,376.2217,340.4874,105.92325,278.1527,-3.8761,9.7463,38.9354,379.4744,0.00864570012840834,1
14111,2020-03-31,Company_140,379.4744,358.8264,100.0679,202.323,1.47485,7.122334105988232,53.2795,384.7451,0.013889474494195067,1
14112,2020-06-30,Company_140,384.7451,328.2855,109.9206,293.0628,1.47485,7.75111307199813,49.6374,392.6654,0.020585837220538996,1
14113,2020-09-30,Company_140,392.6654,381.8947,104.87,122.6473,6.8258,7.5305,52.6457,396.4501,0.009638486100379722,1
14114,2020-12-31,Company_140,396.4501,423.6223,110.1244,277.2865,14.28015,7.99525,49.8724,396.6141,0.00041367122873720366,1
14115,2021-03-31,Company_140,396.6141,386.3498,112.45,253.1066,21.7345,8.46,47.0991,398.4574,0.004647590693321289,1
14116,2021-06-30,Company_140,398.4574,460.8408,113.9277,146.953,14.7613,9.0673,44.3775,402.3833,0.00985274711926548,1
14117,2021-09-30,Company_140,402.3833,387.0986,105.2189,138.19245,16.3334,6.8524,58.885,403.5039,0.0027849068288867047,1
14118,2021-12-31,Company_140,403.5039,450.8143,108.7884,129.4319,11.31795,8.1015,50.6083,410.0035,0.01610789883319588,1
14119,2022-03-31,Company_140,410.0035,424.9983,113.5891,221.8903,6.3025,9.6107,43.0205,413.4585,0.008426757332559457,1
14120,2022-06-30,Company_140,413.4585,380.82655,112.027,75.0647,-4.1312,6.5903,63.7415,420.0781,0.01601031300602114,1
14121,2022-09-30,Company_140,420.0781,336.6548,112.22,209.5589,16.1384,8.0704,52.0899,420.3887,0.0007393863188772882,1
14122,2022-12-31,Company_140,420.3887,352.5048,115.32395,27.8197,17.37775,9.7382,43.895,427.4588,0.01681800676374038,1
14123,2023-03-31,Company_140,427.4588,352.7358,118.4279,198.2655,17.37775,7.0239,60.7047,426.3824,-0.002518137420495211,0
14124,2023-06-30,Company_140,426.3824,449.53560000000004,112.8928,81.3817,17.37775,8.8127,48.8,430.062,0.008629812112319817,1
14125,2023-09-30,Company_140,430.062,449.53560000000004,115.7885,163.2381,18.6171,8.0243,54.2777,435.5405,0.012738860908427149,1
14126,2023-12-31,Company_140,435.5405,546.3354,118.6842,121.96350000000001,4.688,7.8232,55.8652,437.0453,0.0034550173864427965,1
14127,2024-03-31,Company_140,437.0453,296.0627,101.6299,80.6889,4.4563,7.6428,56.391,430.9826,-0.013872017385840797,0
14128,2024-06-30,Company_140,430.9826,495.6934,109.1254,64.31535,31.6585,6.9915,62.8933,439.7189,0.02027065593831405,1
14129,2024-09-30,Company_140,439.7189,481.4996,128.8981,47.9418,18.3434,5.72,76.9437,440.1191,0.00091012690152728,1
14131,2000-03-31,Company_141,244.9891,126.1252,92.4283,520.0998,4.9218,3.580848187206303,68.4165,242.0896,-0.011835220424092407,0
14132,2000-06-30,Company_141,242.0896,125.0279,94.22739999999999,464.8992,4.9218,4.6001,51.7408,238.0121,-0.0168429374909124,0
14133,2000-09-30,Company_141,238.0121,211.1445,96.0265,460.0885,16.8523,2.7247220466888296,87.3528,232.0067,-0.02523149033179409,0
14134,2000-12-31,Company_141,232.0067,297.2611,89.2761,455.2778,2.8318,6.621309154837126,35.0394,226.9955,-0.021599376224910757,0
14135,2001-03-31,Company_141,226.9955,185.6994,83.577,227.0541,-14.2182,5.1621,43.5612,224.8673,-0.009375516254727484,0
14136,2001-06-30,Company_141,224.8673,274.7494,85.9344,505.2249,-10.6249,3.1244,71.558,223.5789,-0.0057296014138115935,0
14137,2001-09-30,Company_141,223.5789,282.5695,84.0952,431.0568,-9.24015,5.060086274012782,44.1848,228.0679,0.020077923274512955,1
14138,2001-12-31,Company_141,228.0679,135.6827,91.4918,288.9499,-7.8554,5.2052,45.3747,236.1859,0.03559466281752055,1
14139,2002-03-31,Company_141,236.1859,110.5291,93.0385,414.2525,-10.1163,1.4214331453222306,166.1604,234.0748,-0.0089382981795272,0
14140,2002-06-30,Company_141,234.0748,134.18165,94.5852,463.16975,-0.7693000000000003,4.2053,55.6045,233.8327,-0.0010342847670916388,0
14141,2002-09-30,Company_141,233.8327,157.8342,89.2587,512.087,-0.7693000000000003,5.0445,46.724,235.7005,0.007987762190660318,1
14142,2002-12-31,Company_141,235.7005,276.6654,87.7169,430.3591,8.5777,4.1363,56.7972,234.9327,-0.0032575238491220596,0
14143,2003-03-31,Company_141,234.9327,117.1655,99.6251,436.1318,-20.8077,6.923795798557081,33.9312,242.6982,0.033054146996139754,1
14144,2003-06-30,Company_141,242.6982,167.0477,93.7084,444.3341,1.6568,6.0697,40.5573,246.1694,0.014302537060431357,1
14145,2003-09-30,Company_141,246.1694,226.238,93.0612,431.82515,-4.20725,3.8109,65.1955,248.4539,0.009280194857687465,1
14146,2003-12-31,Company_141,248.4539,432.5802,88.6534,419.3162,-10.0713,1.8911,129.6746,245.2248,-0.012996777269344601,0
14147,2004-03-31,Company_141,245.2248,190.6643,88.8672,386.8923,-19.9716,5.5252,45.001,248.6409,0.013930483376885211,1
14148,2004-06-30,Company_141,248.6409,272.8368,87.7127,458.946,-12.8989,1.7190363364968262,144.6397,254.3457,0.02294393239406713,1
14149,2004-09-30,Company_141,254.3457,231.3993,94.7072,229.7421,-12.0475,5.1298,48.9655,251.1819,-0.01243897577195125,0
14150,2004-12-31,Company_141,251.1819,83.6861,93.8932,369.42265,-11.1961,3.9483500000000005,69.44095,248.625,-0.010179475511571546,0
14151,2005-03-31,Company_141,248.625,238.4774,85.4955,509.1032,-16.2777,2.7669,89.9164,248.7867,0.0006503770739064703,1
14152,2005-06-30,Company_141,248.7867,238.3212,100.6963,374.9958,1.9378,2.1244,117.10916023347768,250.3336,0.006217776111021987,1
14153,2005-09-30,Company_141,250.3336,308.6414,93.0627,307.7229,5.3349,3.7440227811827906,66.8622,252.0508,0.006859646487726856,1
14154,2005-12-31,Company_141,252.0508,105.1026,97.69,325.8516,-12.5372,3.4875,72.27263082437277,254.5809,0.010038055820493346,1
14155,2006-03-31,Company_141,254.5809,224.5884,83.4462,449.4264,-6.7947,5.4393,46.8039821300535,256.6179,0.008001385807026395,1
14156,2006-06-30,Company_141,256.6179,266.6467,87.5925,424.1045,-3.5598,2.6917,93.9495,-252.8866,-1.985459704876394,0
14157,2006-09-30,Company_141,-252.8866,308.705,92.2126,467.8767,-0.18805000000000005,7.397113539570365,34.1872,252.8381,-1.9998082144328724,0
14158,2006-12-31,Company_141,252.8381,368.1421,91.7505,497.5277,3.1837,1.8809,135.9249,255.6606,0.011163270092600723,1
14159,2007-03-31,Company_141,255.6606,305.7759,87.6458,388.6372,-5.4981,6.1485,42.5423,261.5717,0.023120887614282503,1
14160,2007-06-30,Company_141,261.5717,192.1013,86.6451,379.9641,1.5171,6.0139,43.49452102628911,268.3644,0.025968787907866057,1
14161,2007-09-30,Company_141,268.3644,198.27295,96.3607,243.2148,-14.4572,6.7655,40.0061,270.6594,0.00855180493388846,1
14162,2007-12-31,Company_141,270.6594,204.4446,96.043,338.6934,-1.5621,5.6626,50.41425,273.8152,0.011659672636531372,1
14163,2008-03-31,Company_141,273.8152,306.7862,95.7253,285.2518,2.8655,4.5597,60.8224,277.3328,0.012846620640490433,1
14164,2008-06-30,Company_141,277.3328,211.223,82.4832,213.4461,-15.3286,4.3728,63.9539,279.6574,0.008381987273052359,1
14165,2008-09-30,Company_141,279.6574,371.517,102.3357,349.7217,-18.4765,5.6967,50.1231,285.5376,0.021026441638948234,1
14166,2008-12-31,Company_141,285.5376,296.4577,99.77175,246.1567,-14.623850000000001,6.5516,44.3492,290.5568,0.017578070278660367,1
14167,2009-03-31,Company_141,290.5568,221.3984,97.2078,342.1025,-10.7712,5.6353,52.4042,295.3151,0.01637648817718244,1
14168,2009-06-30,Company_141,295.3151,298.8864,96.478,250.8624,5.3442,5.3671,55.5,297.8748,0.008667690883398855,1
14169,2009-09-30,Company_141,297.8748,290.2563,101.3357,383.6547,-9.2276,6.6807,44.5873635996228,300.9166,0.010211672823615906,1
14170,2009-12-31,Company_141,300.9166,307.8908,90.8949,318.4597,-9.480550000000001,7.6322,39.4566,301.1392,0.0007397398481838486,1
14171,2010-03-31,Company_141,301.1392,265.09450000000004,94.40865,353.8696,-9.7335,4.8877,62.0843,303.4516,0.007678840881558987,1
14172,2010-06-30,Company_141,303.4516,222.2982,97.9224,288.3714,-1.3067,4.1764,72.3085,301.9907,-0.004814276807240368,0
14173,2010-09-30,Company_141,301.9907,210.22,101.8214,323.2701,10.9422,9.4446,32.7253,309.0778,0.023467941231302886,1
14174,2010-12-31,Company_141,309.0778,391.5683,110.5433,287.0371,0.1807,8.54042000552639,36.19,-309.0873,-2.000030736597711,0
14175,2011-03-31,Company_141,-309.0873,330.8099,99.4767,296.0177,-17.982,6.2309,49.678,309.538,-2.0014581640850335,0
14176,2011-06-30,Company_141,309.538,434.8571,103.022,319.7406,-1.657,8.3878,37.3394,-313.1937,-2.0118101816255196,0
14177,2011-09-30,Company_141,-313.1937,295.9328,96.8236,327.3363,-3.0792,9.6317,32.5544,313.5524,-2.0011452976225255,0
14178,2011-12-31,Company_141,313.5524,356.3956,111.7621,334.932,-2.88805,4.105943128768881,76.3655,312.0502,-0.004790905762481676,0
14179,2012-03-31,Company_141,312.0502,218.686,95.7772,257.67075,-2.6969,4.8651,64.3778,313.2058,0.003703250310366706,1
14180,2012-06-30,Company_141,313.2058,347.8527,103.9805,180.4095,8.7181,7.0031,44.4929,311.5899,-0.005159227574968313,0
14181,2012-09-30,Company_141,311.5899,237.0212,109.6778,387.687,23.9549,6.8859,46.1349,317.6823,0.019552623496461207,1
14182,2012-12-31,Company_141,317.6823,295.37165,98.8567,233.0705,7.5449,6.5087,48.7827,317.5145,-0.0005282006583306648,0
14183,2013-03-31,Company_141,317.5145,353.7221,96.9898,448.7161,-8.3378,5.8697239599509,54.0936,319.1149,0.005040399729776055,1
14184,2013-06-30,Company_141,319.1149,336.9199,105.3386,319.2221,-10.0122,4.023838014982454,79.3061,320.6238,0.004728390933798577,1
14185,2013-09-30,Company_141,320.6238,239.4087,107.8023,366.854,-9.8063,4.5955690074912265,70.70455,321.4397,0.002544726873051842,1
14186,2013-12-31,Company_141,321.4397,350.3763,97.6006,230.7479,1.3191,5.1673,62.103,320.9061,-0.001660031414912456,0
14187,2014-03-31,Company_141,320.9061,277.0906,105.3251,283.1924,1.8102999999999998,7.7297,41.6289,321.7778,0.0027163709259500914,1
14188,2014-06-30,Company_141,321.7778,321.1568,96.9419,283.1924,2.3015,6.4372,50.501,-325.0829,-2.010271373600043,0
14189,2014-09-30,Company_141,-325.0829,365.223,98.39,335.6369,0.7595,6.7773,47.96643205996488,329.1016,-2.0123620774885422,0
14190,2014-12-31,Company_141,329.1016,282.7356,101.6391,231.6559,-6.2562,7.5758,43.9812,333.1941,0.012435369502913303,1
14191,2015-03-31,Company_141,333.1941,333.49604999999997,94.58485,248.8212,-4.1664,6.1345,53.3323,327.1667,-0.01808975609111926,0
14192,2015-06-30,Company_141,327.1667,333.49604999999997,87.5306,165.5398,-0.3005,5.388,60.7427,-327.2831,-2.000355781930129,0
14193,2015-09-30,Company_141,-327.2831,333.49604999999997,102.8188,212.20780000000002,12.8436,6.9106,47.4939,328.2099,-2.0028317991365885,0
14194,2015-12-31,Company_141,328.2099,384.2565,107.2059,212.20780000000002,6.10405,8.8345,37.3129,329.6386,0.004353007023858793,1
14195,2016-03-31,Company_141,329.6386,206.4638,107.5424,258.8758,-0.6355,5.8986,55.865,329.5228,-0.00035129381085825145,0
14196,2016-06-30,Company_141,329.5228,460.5464,112.7647,241.85275000000001,17.1141,5.3675,61.39223102002795,332.3677,0.008633393501147706,1
14197,2016-09-30,Company_141,332.3677,240.5017,95.1309,224.8297,6.1997,6.6183,49.959,330.6434,-0.005187928911263122,0
14198,2016-12-31,Company_141,330.6434,257.1632,103.7231,206.833,-1.5372,5.5199,60.3123,332.9191,0.006882641540705271,1
14199,2017-03-31,Company_141,332.9191,360.9003,117.9004,354.2812,6.0487,7.1145,46.794447958394834,336.271,0.010068211766762557,1
14200,2017-06-30,Company_141,336.271,383.0066,108.4408,184.8939,13.6346,6.6903,50.26246954546134,336.298,8.029238322658455e-05,1
14201,2017-09-30,Company_141,336.298,196.4626,108.14134999999999,189.3803,4.1201,4.482,74.91,335.7451,-0.0016440775740564095,0
14202,2017-12-31,Company_141,335.7451,433.3248,107.8419,294.0302,4.7115,8.2177,41.2089,338.6415,0.00862678263956802,1
14203,2018-03-31,Company_141,338.6415,238.6321,109.2909,101.8915,10.1389,5.6,61.35,343.5602,0.014524799825183864,1
14204,2018-06-30,Company_141,343.5602,280.8328,126.1766,191.3165,3.8499,5.2669,65.4281,344.6062,0.003044590147519975,1
14205,2018-09-30,Company_141,344.6062,352.70140000000004,101.751,286.2511,-0.7951,8.8566,39.3984,348.937,0.012567388514774286,1
14206,2018-12-31,Company_141,348.937,424.57,104.0718,207.2936,7.9981,4.8407,72.08399611626417,354.6915,0.016491515660420095,1
14207,2019-03-31,Company_141,354.6915,399.78755,109.5202,128.3361,-6.3861,5.9911794436052865,61.00089805813209,356.4959,0.00508723778269281,1
14208,2019-06-30,Company_141,356.4959,375.0051,110.9422,202.593,0.8333999999999997,7.141658887210574,49.9178,358.3918,0.0053181537291171746,1
14209,2019-09-30,Company_141,358.3918,327.5826,118.7292,193.6773,8.0529,7.433509634330989,48.213,360.2214,0.005105027514580489,1
14210,2019-12-31,Company_141,360.2214,378.4228,105.2909,209.15224999999998,20.9794,10.1434,35.594,361.0426,0.0022797090900206823,1
14211,2020-03-31,Company_141,361.0426,367.1413,101.7198,224.6272,12.8472,7.0139,51.4107,360.5888,-0.0012569153889319463,0
14212,2020-06-30,Company_141,360.5888,423.6762,101.4924,167.6244,-1.5598,6.792,53.3207,362.1541,0.004340955681374563,1
14213,2020-09-30,Company_141,362.1541,342.6697,101.4001,182.5534,14.946,9.538001453794616,37.9696,361.6252,-0.0014604280332599338,0
14214,2020-12-31,Company_141,361.6252,379.7395,102.9737,264.4855,10.4217,5.357,67.6921,362.6261,0.0027677827762003352,1
14215,2021-03-31,Company_141,362.6261,416.8093,116.4606,144.7959,11.2776,6.0671,59.76926373390912,366.1958,0.009844023913336662,1
14216,2021-06-30,Company_141,366.1958,294.0655,111.4393,234.6872,6.32825,8.7614,41.2586,361.4816,-0.012873440929688448,0
14217,2021-09-30,Company_141,361.4816,375.071,115.3261,263.9526,1.3789,6.2157,57.9384,360.1276,-0.003745695493214708,0
14218,2021-12-31,Company_141,360.1276,299.7906,106.1791,139.0929,1.1568,7.3441,49.1888,361.2483,0.0031119525412659273,1
14219,2022-03-31,Company_141,361.2483,297.2283,104.84,209.88819999999998,8.4065,9.021193974688094,40.0444,354.489,-0.01871095310344712,0
14220,2022-06-30,Company_141,354.489,322.2672,103.5009,280.6835,8.0442,7.454,48.0654,358.2793,0.010692292285515213,1
14221,2022-09-30,Company_141,358.2793,347.3061,109.38900000000001,121.0508,7.7995,10.3784,34.6973,360.1013,0.005085417996518367,1
14222,2022-12-31,Company_141,360.1013,515.9092,115.2771,336.0137,5.4057,7.7763,46.7418,363.4763,0.0093723627212676,1
14223,2023-03-31,Company_141,363.4763,295.2254,93.7056,341.2484,14.3654,6.0887,59.7918,364.055,0.0015921258139802409,1
14224,2023-06-30,Company_141,364.055,469.1846,116.5243,176.8098,-1.9513,9.1768,40.149,368.4405,0.01204625674692005,1
14225,2023-09-30,Company_141,368.4405,311.2878,109.8129,183.0462,16.1535,6.0364555941667115,61.0359,369.4311,0.0026886295073425127,1
14226,2023-12-31,Company_141,369.4311,153.391,121.1386,172.3252,13.1513,10.8271,34.2507,370.8376,0.0038072051865692793,1
14227,2024-03-31,Company_141,370.8376,472.5973,106.3596,211.8788,-7.3752,6.9018,52.7402,364.0027,-0.0184309789514332,0
14228,2024-06-30,Company_141,364.0027,382.40925000000004,109.33760000000001,145.4909,0.3995,10.189475245917242,35.7234,356.2272,-0.021361105288504788,0
14229,2024-09-30,Company_141,356.2272,382.40925000000004,112.3156,192.3296,-5.6059,7.497,48.2117,361.4437,0.01464374421717375,1
14231,2000-03-31,Company_142,334.9662,194.807,86.3341,315.2437,-2.0458,5.3695,64.0273,343.7926,0.02635012129582023,1
14232,2000-06-30,Company_142,343.7926,250.3055,93.2611,355.0974,-0.0737,6.5848,52.5992,346.3546,0.007452167382311347,1
14233,2000-09-30,Company_142,346.3546,167.5917,94.0067,437.17244999999997,-2.2791,5.6983,61.0712,348.003,0.004759284271090902,1
14234,2000-12-31,Company_142,348.003,241.0403,83.357,519.2475,-8.6624,5.4419,64.8435,352.8701,0.013985798972997341,1
14235,2001-03-31,Company_142,352.8701,312.7402,91.6808,320.835,-21.8041,6.1426,57.5575,353.553,0.0019352730650741387,1
14236,2001-06-30,Company_142,353.553,367.1032,84.5461,350.70325,3.4337,4.3968,79.8051,350.8869,-0.007540877888180759,0
14237,2001-09-30,Company_142,350.8869,73.1724,88.2059,380.5715,-11.9129,0.9954,355.6106,353.9763,0.0088045464222231,1
14238,2001-12-31,Company_142,353.9763,319.5115,84.4305,489.5143,-7.0151,6.7167,53.771,361.1646,0.020307291759363626,1
14239,2002-03-31,Company_142,361.1646,285.8947,96.3873,375.0397,-0.7387,2.9723,121.6753,361.654,0.0013550608226830347,1
14240,2002-06-30,Company_142,361.654,281.7434,96.5908,317.0037,-13.0561,5.032,72.7773,366.2178,0.012619243807617267,1
14241,2002-09-30,Company_142,366.2178,182.688,86.9457,376.2826,-13.7216,8.1763,44.9603,367.6078,0.0037955555409922358,1
14242,2002-12-31,Company_142,367.6078,303.273,93.3191,243.2838,-10.6445,5.1852,71.6496,-371.5192,-2.0106401441971578,0
14243,2003-03-31,Company_142,-371.5192,217.5924,85.343,366.9735,-11.6541,7.9584,46.68264977885002,369.5531,-1.9947079451075476,0
14244,2003-06-30,Company_142,369.5531,297.0878,84.3278,335.7906,-13.2703,5.3751,68.654,369.0199,-0.00144282377823367,0
14245,2003-09-30,Company_142,369.0199,292.3273,85.7019,343.7563,-4.1374,3.562889820918925,103.5732,366.0856,-0.007951603694001346,0
14246,2003-12-31,Company_142,366.0856,364.2007,94.0537,324.4202,-1.9035,4.9066,74.8934,-367.4745,-2.0037939214216562,0
14247,2004-03-31,Company_142,-367.4745,324.9684,90.8137,305.0841,-10.0466,4.107,89.47516435354272,367.2167,-1.9992984547227086,0
14248,2004-06-30,Company_142,367.2167,306.05745,94.4677,321.0911,-3.1136,6.9565,52.9436,368.3,0.0029500292334199625,1
14249,2004-09-30,Company_142,368.3,287.1465,94.224,337.0981,-0.80185,5.2523,72.1354,378.8746,0.028711919630735744,1
14250,2004-12-31,Company_142,378.8746,401.1322,102.9155,308.766,1.5099,6.9235,55.1079,381.5405,0.007036365066436288,1
14251,2005-03-31,Company_142,381.5405,175.3878,103.77185,337.7084,0.4619,6.5038047054251145,58.6642,386.5857,0.013223235803276364,1
14252,2005-06-30,Company_142,386.5857,252.32234999999997,104.6282,318.8862,8.5286,2.4903,153.0036,381.0234,-0.0143882714751218,0
14253,2005-09-30,Company_142,381.0234,329.2569,96.9452,293.036,3.2099,4.6411,83.3107,-386.6504,-2.014768121852884,0
14254,2005-12-31,Company_142,-386.6504,110.0308,103.4363,259.3993,4.7865,6.0196,64.3005,387.0622,-2.0010650448053333,0
14255,2006-03-31,Company_142,387.0622,182.21415000000002,98.852,393.5401,-6.7091,5.2271,73.6383,384.918,-0.005539678118917353,0
14256,2006-06-30,Company_142,384.918,254.3975,93.3165,468.0263,-15.2546,6.3234,61.5914,389.4672,0.011818621108911468,1
14257,2006-09-30,Company_142,389.4672,331.4946,103.15085,117.1147,1.0999,7.2158,54.575,393.8025,0.011131360997793955,1
14258,2006-12-31,Company_142,393.8025,340.3213,112.9852,269.2858,-12.168,8.1879,48.2944,395.4277,0.004126941804584803,1
14259,2007-03-31,Company_142,395.4277,290.2995,100.8304,285.1133,1.3009,6.7103,58.3355,391.4503,-0.010058475923664397,0
14260,2007-06-30,Company_142,391.4503,254.05485000000002,100.4119,395.53225,5.4073,6.4195,61.2264,393.0428,0.004068204827023948,1
14261,2007-09-30,Company_142,393.0428,217.8102,106.1685,505.9512,-0.6015,7.138095298632287,55.0627,389.1512,-0.009901211776427358,0
14262,2007-12-31,Company_142,389.1512,297.9971,100.6096,306.0117,4.9702,5.008,77.8522,389.8852,0.0018861563320374712,1
14263,2008-03-31,Company_142,389.8852,266.7102,105.8876,268.5482,4.9702,6.6151,59.4097,392.9993,0.007987222905614287,1
14264,2008-06-30,Company_142,392.9993,295.7931,103.6419,307.6568,4.9702,6.9968,56.3591,394.3312,0.0033890645606748375,1
14265,2008-09-30,Company_142,394.3312,324.876,103.5766,346.7654,10.5419,6.5109,60.7813,395.7387,0.0035693346100941804,1
14266,2008-12-31,Company_142,395.7387,278.05115,97.3208,254.4705,14.517,6.7783999999999995,57.7453,391.1645,-0.011558637050154606,0
14267,2009-03-31,Company_142,391.1645,231.2263,95.8278,307.4528,11.1553,7.0459,54.7093,385.4748,-0.014545542859845308,0
14268,2009-06-30,Company_142,385.4748,215.3894,103.6312,328.9626,4.3701,3.8535,98.2529,378.6175,-0.017789230320633176,0
